,issue_date_year,zip_code,permit_type,permit_issue_count
98,2006,60611.0,PERMIT - WRECKING/DEMOLITION,5
99,2006,60612.0,PERMIT - EASY PERMIT PROCESS,150
100,2006,60612.0,PERMIT - ELECTRIC WIRING,297
101,2006,60612.0,PERMIT - ELEVATOR EQUIPMENT,17
102,2006,60612.0,PERMIT - NEW CONSTRUCTION,160
103,2006,60612.0,PERMIT - PORCH CONSTRUCTION,54
104,2006,60612.0,PERMIT - REINSTATE REVOKED PMT,0
105,2006,60612.0,PERMIT - RENOVATION/ALTERATION,113
106,2006,60612.0,PERMIT - SCAFFOLDING,7
107,2006,60612.0,PERMIT - SIGNS,15
108,2006,60612.0,PERMIT - WRECKING/DEMOLITION,31
109,2006,60613.0,PERMIT - EASY PERMIT PROCESS,117
110,2006,60613.0,PERMIT - ELECTRIC WIRING,191
111,2006,60613.0,PERMIT - ELEVATOR EQUIPMENT,25
112,2006,60613.0,PERMIT - NEW CONSTRUCTION,58
113,2006,60613.0,PERMIT - PORCH CONSTRUCTION,31
114,2006,60613.0,PERMIT - REINSTATE REVOKED PMT,0
115,2006,60613.0,PERMIT - RENOVATION/ALTERATION,168
116,2006,60613.0,PERMIT - SCAFFOLDING,24
117,2006,60613.0,PERMIT - SIGNS,46
118,2006,60613.0,PERMIT - WRECKING/DEMOLITION,45
119,2006,60614.0,PERMIT - EASY PERMIT PROCESS,266
120,2006,60614.0,PERMIT - ELECTRIC WIRING,478
121,2006,60614.0,PERMIT - ELEVATOR EQUIPMENT,72
122,2006,60614.0,PERMIT - NEW CONSTRUCTION,130
123,2006,60614.0,PERMIT - PORCH CONSTRUCTION,45
124,2006,60614.0,PERMIT - REINSTATE REVOKED PMT,0
125,2006,60614.0,PERMIT - RENOVATION/ALTERATION,333
126,2006,60614.0,PERMIT - SCAFFOLDING,40
127,2006,60614.0,PERMIT - SIGNS,137
128,2006,60614.0,PERMIT - WRECKING/DEMOLITION,107
129,2006,60615.0,PERMIT - EASY PERMIT PROCESS,128
130,2006,60615.0,PERMIT - ELECTRIC WIRING,140
131,2006,60615.0,PERMIT - ELEVATOR EQUIPMENT,16
132,2006,60615.0,PERMIT - NEW CONSTRUCTION,22
133,2006,60615.0,PERMIT - PORCH CONSTRUCTION,43
134,2006,60615.0,PERMIT - REINSTATE REVOKED PMT,0
135,2006,60615.0,PERMIT - RENOVATION/ALTERATION,131
136,2006,60615.0,PERMIT - SCAFFOLDING,19
137,2006,60615.0,PERMIT - SIGNS,27
138,2006,60615.0,PERMIT - WRECKING/DEMOLITION,4
139,2006,60616.0,PERMIT - EASY PERMIT PROCESS,114
140,2006,60616.0,PERMIT - ELECTRIC WIRING,307
141,2006,60616.0,PERMIT - ELEVATOR EQUIPMENT,34
142,2006,60616.0,PERMIT - NEW CONSTRUCTION,102
143,2006,60616.0,PERMIT - PORCH CONSTRUCTION,22
144,2006,60616.0,PERMIT - REINSTATE REVOKED PMT,0
145,2006,60616.0,PERMIT - RENOVATION/ALTERATION,113
146,2006,60616.0,PERMIT - SCAFFOLDING,19
147,2006,60616.0,PERMIT - SIGNS,33
148,2006,60616.0,PERMIT - WRECKING/DEMOLITION,33
149,2006,60617.0,PERMIT - EASY PERMIT PROCESS,333
150,2006,60617.0,PERMIT - ELECTRIC WIRING,468
151,2006,60617.0,PERMIT - ELEVATOR EQUIPMENT,9
152,2006,60617.0,PERMIT - NEW CONSTRUCTION,54
153,2006,60617.0,PERMIT - PORCH CONSTRUCTION,52
154,2006,60617.0,PERMIT - RENOVATION/ALTERATION,98
155,2006,60617.0,PERMIT - SCAFFOLDING,4
156,2006,60617.0,PERMIT - SIGNS,83
157,2006,60617.0,PERMIT - WRECKING/DEMOLITION,18
158,2006,60618.0,PERMIT - EASY PERMIT PROCESS,304
159,2006,60618.0,PERMIT - ELECTRIC WIRING,400
160,2006,60618.0,PERMIT - ELEVATOR EQUIPMENT,26
161,2006,60618.0,PERMIT - NEW CONSTRUCTION,213
162,2006,60618.0,PERMIT - PORCH CONSTRUCTION,71
163,2006,60618.0,PERMIT - REINSTATE REVOKED PMT,0
164,2006,60618.0,PERMIT - RENOVATION/ALTERATION,310
165,2006,60618.0,PERMIT - SCAFFOLDING,3
166,2006,60618.0,PERMIT - SIGNS,110
167,2006,60618.0,PERMIT - WRECKING/DEMOLITION,139
168,2006,60619.0,PERMIT - EASY PERMIT PROCESS,333
169,2006,60619.0,PERMIT - ELECTRIC WIRING,380
170,2006,60619.0,PERMIT - ELEVATOR EQUIPMENT,11
171,2006,60619.0,PERMIT - NEW CONSTRUCTION,75
172,2006,60619.0,PERMIT - PORCH CONSTRUCTION,59
173,2006,60619.0,PERMIT - RENOVATION/ALTERATION,103
174,2006,60619.0,PERMIT - SCAFFOLDING,1
175,2006,60619.0,PERMIT - SIGNS,32
176,2006,60619.0,PERMIT - WRECKING/DEMOLITION,24
177,2006,60620.0,PERMIT - EASY PERMIT PROCESS,273
178,2006,60620.0,PERMIT - ELECTRIC WIRING,338
179,2006,60620.0,PERMIT - ELEVATOR EQUIPMENT,10
180,2006,60620.0,PERMIT - NEW CONSTRUCTION,54
181,2006,60620.0,PERMIT - PORCH CONSTRUCTION,51
182,2006,60620.0,PERMIT - RENOVATION/ALTERATION,103
183,2006,60620.0,PERMIT - SCAFFOLDING,2
184,2006,60620.0,PERMIT - SIGNS,79
185,2006,60620.0,PERMIT - WRECKING/DEMOLITION,13
186,2006,60621.0,PERMIT - EASY PERMIT PROCESS,257
187,2006,60621.0,PERMIT - ELECTRIC WIRING,251
188,2006,60621.0,PERMIT - ELEVATOR EQUIPMENT,25
189,2006,60621.0,PERMIT - NEW CONSTRUCTION,39
190,2006,60621.0,PERMIT - PORCH CONSTRUCTION,85
191,2006,60621.0,PERMIT - RENOVATION/ALTERATION,72
192,2006,60621.0,PERMIT - SCAFFOLDING,1
193,2006,60621.0,PERMIT - SIGNS,39
194,2006,60621.0,PERMIT - WRECKING/DEMOLITION,6
195,2006,60622.0,PERMIT - EASY PERMIT PROCESS,270
196,2006,60622.0,PERMIT - ELECTRIC WIRING,306
197,2006,60622.0,PERMIT - ELEVATOR EQUIPMENT,32
198,2006,60622.0,PERMIT - NEW CONSTRUCTION,179
199,2006,60622.0,PERMIT - PORCH CONSTRUCTION,78
200,2006,60622.0,PERMIT - REINSTATE REVOKED PMT,0
201,2006,60622.0,PERMIT - RENOVATION/ALTERATION,309
202,2006,60622.0,PERMIT - SCAFFOLDING,6
203,2006,60622.0,PERMIT - SIGNS,95
204,2006,60622.0,PERMIT - WRECKING/DEMOLITION,106
205,2006,60623.0,PERMIT - EASY PERMIT PROCESS,329
206,2006,60623.0,PERMIT - ELECTRIC WIRING,299
207,2006,60623.0,PERMIT - ELEVATOR EQUIPMENT,11
208,2006,60623.0,PERMIT - NEW CONSTRUCTION,93
209,2006,60623.0,PERMIT - PORCH CONSTRUCTION,87
210,2006,60623.0,PERMIT - RENOVATION/ALTERATION,154
211,2006,60623.0,PERMIT - SCAFFOLDING,4
212,2006,60623.0,PERMIT - SIGNS,47
213,2006,60623.0,PERMIT - WRECKING/DEMOLITION,18
214,2006,60624.0,PERMIT - EASY PERMIT PROCESS,194
215,2006,60624.0,PERMIT - ELECTRIC WIRING,230
216,2006,60624.0,PERMIT - ELEVATOR EQUIPMENT,10
217,2006,60624.0,PERMIT - NEW CONSTRUCTION,52
218,2006,60624.0,PERMIT - PORCH CONSTRUCTION,92
219,2006,60624.0,PERMIT - RENOVATION/ALTERATION,102
220,2006,60624.0,PERMIT - SCAFFOLDING,3
221,2006,60624.0,PERMIT - SIGNS,26
222,2006,60624.0,PERMIT - WRECKING/DEMOLITION,7
223,2006,60625.0,PERMIT - EASY PERMIT PROCESS,246
224,2006,60625.0,PERMIT - ELECTRIC WIRING,272
225,2006,60625.0,PERMIT - ELEVATOR EQUIPMENT,18
226,2006,60625.0,PERMIT - NEW CONSTRUCTION,50
227,2006,60625.0,PERMIT - PORCH CONSTRUCTION,73
228,2006,60625.0,PERMIT - REINSTATE REVOKED PMT,0
229,2006,60625.0,PERMIT - RENOVATION/ALTERATION,247
230,2006,60625.0,PERMIT - SCAFFOLDING,4
231,2006,60625.0,PERMIT - SIGNS,76
232,2006,60625.0,PERMIT - WRECKING/DEMOLITION,43
233,2006,60626.0,PERMIT - EASY PERMIT PROCESS,113
234,2006,60626.0,PERMIT - ELECTRIC WIRING,162
235,2006,60626.0,PERMIT - ELEVATOR EQUIPMENT,17
236,2006,60626.0,PERMIT - NEW CONSTRUCTION,18
237,2006,60626.0,PERMIT - PORCH CONSTRUCTION,35
238,2006,60626.0,PERMIT - RENOVATION/ALTERATION,122
239,2006,60626.0,PERMIT - SCAFFOLDING,8
240,2006,60626.0,PERMIT - SIGNS,35
241,2006,60626.0,PERMIT - WRECKING/DEMOLITION,9
242,2006,60627.0,PERMIT - ELECTRIC WIRING,1
243,2006,60628.0,PERMIT - EASY PERMIT PROCESS,337
244,2006,60628.0,PERMIT - ELECTRIC WIRING,441
245,2006,60628.0,PERMIT - ELEVATOR EQUIPMENT,15
246,2006,60628.0,PERMIT - NEW CONSTRUCTION,52
247,2006,60628.0,PERMIT - PORCH CONSTRUCTION,30
248,2006,60628.0,PERMIT - RENOVATION/ALTERATION,75
249,2006,60628.0,PERMIT - SIGNS,39
250,2006,60628.0,PERMIT - WRECKING/DEMOLITION,17
251,2006,60629.0,PERMIT - EASY PERMIT PROCESS,389
252,2006,60629.0,PERMIT - ELECTRIC WIRING,343
253,2006,60629.0,PERMIT - ELEVATOR EQUIPMENT,3
254,2006,60629.0,PERMIT - NEW CONSTRUCTION,22
255,2006,60629.0,PERMIT - PORCH CONSTRUCTION,56
256,2006,60629.0,PERMIT - REINSTATE REVOKED PMT,0
257,2006,60629.0,PERMIT - RENOVATION/ALTERATION,155
258,2006,60629.0,PERMIT - SCAFFOLDING,3
259,2006,60629.0,PERMIT - SIGNS,47
260,2006,60629.0,PERMIT - WRECKING/DEMOLITION,10
261,2006,60630.0,PERMIT - EASY PERMIT PROCESS,209
262,2006,60630.0,PERMIT - ELECTRIC WIRING,211
263,2006,60630.0,PERMIT - ELEVATOR EQUIPMENT,10
264,2006,60630.0,PERMIT - NEW CONSTRUCTION,64
265,2006,60630.0,PERMIT - PORCH CONSTRUCTION,31
266,2006,60630.0,PERMIT - REINSTATE REVOKED PMT,0
267,2006,60630.0,PERMIT - RENOVATION/ALTERATION,144
268,2006,60630.0,PERMIT - SIGNS,90
269,2006,60630.0,PERMIT - WRECKING/DEMOLITION,43
270,2006,60631.0,PERMIT - EASY PERMIT PROCESS,118
271,2006,60631.0,PERMIT - ELECTRIC WIRING,173
272,2006,60631.0,PERMIT - ELEVATOR EQUIPMENT,9
273,2006,60631.0,PERMIT - NEW CONSTRUCTION,23
274,2006,60631.0,PERMIT - PORCH CONSTRUCTION,5
275,2006,60631.0,PERMIT - REINSTATE REVOKED PMT,0
276,2006,60631.0,PERMIT - RENOVATION/ALTERATION,153
277,2006,60631.0,PERMIT - SCAFFOLDING,1
278,2006,60631.0,PERMIT - SIGNS,17
279,2006,60631.0,PERMIT - WRECKING/DEMOLITION,18
280,2006,60632.0,PERMIT - EASY PERMIT PROCESS,299
281,2006,60632.0,PERMIT - ELECTRIC WIRING,332
282,2006,60632.0,PERMIT - ELEVATOR EQUIPMENT,8
283,2006,60632.0,PERMIT - NEW CONSTRUCTION,63
284,2006,60632.0,PERMIT - PORCH CONSTRUCTION,25
285,2006,60632.0,PERMIT - RENOVATION/ALTERATION,100
286,2006,60632.0,PERMIT - SCAFFOLDING,1
287,2006,60632.0,PERMIT - SIGNS,62
288,2006,60632.0,PERMIT - WRECKING/DEMOLITION,27
289,2006,60633.0,PERMIT - EASY PERMIT PROCESS,47
290,2006,60633.0,PERMIT - ELECTRIC WIRING,136
291,2006,60633.0,PERMIT - ELEVATOR EQUIPMENT,3
292,2006,60633.0,PERMIT - NEW CONSTRUCTION,3
293,2006,60633.0,PERMIT - PORCH CONSTRUCTION,1
294,2006,60633.0,PERMIT - RENOVATION/ALTERATION,23
295,2006,60633.0,PERMIT - SIGNS,6
296,2006,60633.0,PERMIT - WRECKING/DEMOLITION,5
297,2006,60634.0,PERMIT - EASY PERMIT PROCESS,261
298,2006,60634.0,PERMIT - ELECTRIC WIRING,265
299,2006,60634.0,PERMIT - ELEVATOR EQUIPMENT,14
300,2006,60634.0,PERMIT - NEW CONSTRUCTION,63
301,2006,60634.0,PERMIT - PORCH CONSTRUCTION,35
302,2006,60634.0,PERMIT - RENOVATION/ALTERATION,189
303,2006,60634.0,PERMIT - SIGNS,50
304,2006,60634.0,PERMIT - WRECKING/DEMOLITION,39
305,2006,60636.0,PERMIT - EASY PERMIT PROCESS,267
306,2006,60636.0,PERMIT - ELECTRIC WIRING,276
307,2006,60636.0,PERMIT - ELEVATOR EQUIPMENT,7
308,2006,60636.0,PERMIT - NEW CONSTRUCTION,47
309,2006,60636.0,PERMIT - PORCH CONSTRUCTION,62
310,2006,60636.0,PERMIT - REINSTATE REVOKED PMT,0
311,2006,60636.0,PERMIT - RENOVATION/ALTERATION,65
312,2006,60636.0,PERMIT - SIGNS,73
313,2006,60636.0,PERMIT - WRECKING/DEMOLITION,9
314,2006,60637.0,PERMIT - EASY PERMIT PROCESS,251
315,2006,60637.0,PERMIT - ELECTRIC WIRING,246
316,2006,60637.0,PERMIT - ELEVATOR EQUIPMENT,20
317,2006,60637.0,PERMIT - NEW CONSTRUCTION,97
318,2006,60637.0,PERMIT - PORCH CONSTRUCTION,68
319,2006,60637.0,PERMIT - REINSTATE REVOKED PMT,0
320,2006,60637.0,PERMIT - RENOVATION/ALTERATION,159
321,2006,60637.0,PERMIT - SCAFFOLDING,20
322,2006,60637.0,PERMIT - SIGNS,11
323,2006,60637.0,PERMIT - WRECKING/DEMOLITION,17
324,2006,60638.0,PERMIT - EASY PERMIT PROCESS,298
325,2006,60638.0,PERMIT - ELECTRIC WIRING,366
326,2006,60638.0,PERMIT - ELEVATOR EQUIPMENT,3
327,2006,60638.0,PERMIT - NEW CONSTRUCTION,95
328,2006,60638.0,PERMIT - PORCH CONSTRUCTION,18
329,2006,60638.0,PERMIT - REINSTATE REVOKED PMT,0
330,2006,60638.0,PERMIT - RENOVATION/ALTERATION,155
331,2006,60638.0,PERMIT - SIGNS,61
332,2006,60638.0,PERMIT - WRECKING/DEMOLITION,19
333,2006,60639.0,PERMIT - EASY PERMIT PROCESS,316
334,2006,60639.0,PERMIT - ELECTRIC WIRING,262
335,2006,60639.0,PERMIT - ELEVATOR EQUIPMENT,10
336,2006,60639.0,PERMIT - NEW CONSTRUCTION,31
337,2006,60639.0,PERMIT - PORCH CONSTRUCTION,75
338,2006,60639.0,PERMIT - RENOVATION/ALTERATION,167
339,2006,60639.0,PERMIT - SCAFFOLDING,1
340,2006,60639.0,PERMIT - SIGNS,148
341,2006,60639.0,PERMIT - WRECKING/DEMOLITION,13
342,2006,60640.0,PERMIT - EASY PERMIT PROCESS,169
343,2006,60640.0,PERMIT - ELECTRIC WIRING,234
344,2006,60640.0,PERMIT - ELEVATOR EQUIPMENT,25
345,2006,60640.0,PERMIT - NEW CONSTRUCTION,48
346,2006,60640.0,PERMIT - PORCH CONSTRUCTION,39
347,2006,60640.0,PERMIT - REINSTATE REVOKED PMT,0
348,2006,60640.0,PERMIT - RENOVATION/ALTERATION,201
349,2006,60640.0,PERMIT - SCAFFOLDING,25
350,2006,60640.0,PERMIT - SIGNS,61
351,2006,60640.0,PERMIT - WRECKING/DEMOLITION,34
352,2006,60641.0,PERMIT - EASY PERMIT PROCESS,265
353,2006,60641.0,PERMIT - ELECTRIC WIRING,230
354,2006,60641.0,PERMIT - ELEVATOR EQUIPMENT,16
355,2006,60641.0,PERMIT - NEW CONSTRUCTION,59
356,2006,60641.0,PERMIT - PORCH CONSTRUCTION,25
357,2006,60641.0,PERMIT - RENOVATION/ALTERATION,175
358,2006,60641.0,PERMIT - SCAFFOLDING,1
359,2006,60641.0,PERMIT - SIGNS,58
360,2006,60641.0,PERMIT - WRECKING/DEMOLITION,22
361,2006,60642.0,PERMIT - EASY PERMIT PROCESS,75
362,2006,60642.0,PERMIT - ELECTRIC WIRING,153
363,2006,60642.0,PERMIT - ELEVATOR EQUIPMENT,7
364,2006,60642.0,PERMIT - NEW CONSTRUCTION,47
365,2006,60642.0,PERMIT - PORCH CONSTRUCTION,8
366,2006,60642.0,PERMIT - REINSTATE REVOKED PMT,0
367,2006,60642.0,PERMIT - RENOVATION/ALTERATION,87
368,2006,60642.0,PERMIT - SCAFFOLDING,5
369,2006,60642.0,PERMIT - SIGNS,72
370,2006,60642.0,PERMIT - WRECKING/DEMOLITION,26
371,2006,60643.0,PERMIT - EASY PERMIT PROCESS,238
372,2006,60643.0,PERMIT - ELECTRIC WIRING,326
373,2006,60643.0,PERMIT - ELEVATOR EQUIPMENT,9
374,2006,60643.0,PERMIT - NEW CONSTRUCTION,39
375,2006,60643.0,PERMIT - PORCH CONSTRUCTION,19
376,2006,60643.0,PERMIT - REINSTATE REVOKED PMT,0
377,2006,60643.0,PERMIT - RENOVATION/ALTERATION,106
378,2006,60643.0,PERMIT - SIGNS,43
379,2006,60643.0,PERMIT - WRECKING/DEMOLITION,21
380,2006,60644.0,PERMIT - EASY PERMIT PROCESS,201
381,2006,60644.0,PERMIT - ELECTRIC WIRING,216
382,2006,60644.0,PERMIT - ELEVATOR EQUIPMENT,14
383,2006,60644.0,PERMIT - NEW CONSTRUCTION,34
384,2006,60644.0,PERMIT - PORCH CONSTRUCTION,67
385,2006,60644.0,PERMIT - RENOVATION/ALTERATION,64
386,2006,60644.0,PERMIT - SCAFFOLDING,1
387,2006,60644.0,PERMIT - SIGNS,37
388,2006,60644.0,PERMIT - WRECKING/DEMOLITION,8
389,2006,60645.0,PERMIT - EASY PERMIT PROCESS,125
390,2006,60645.0,PERMIT - ELECTRIC WIRING,163
391,2006,60645.0,PERMIT - ELEVATOR EQUIPMENT,10
392,2006,60645.0,PERMIT - NEW CONSTRUCTION,25
393,2006,60645.0,PERMIT - PORCH CONSTRUCTION,26
394,2006,60645.0,PERMIT - REINSTATE REVOKED PMT,0
395,2006,60645.0,PERMIT - RENOVATION/ALTERATION,106
396,2006,60645.0,PERMIT - SCAFFOLDING,1
397,2006,60645.0,PERMIT - SIGNS,31
398,2006,60645.0,PERMIT - WRECKING/DEMOLITION,17
399,2006,60646.0,PERMIT - EASY PERMIT PROCESS,97
400,2006,60646.0,PERMIT - ELECTRIC WIRING,169
401,2006,60646.0,PERMIT - ELEVATOR EQUIPMENT,4
402,2006,60646.0,PERMIT - NEW CONSTRUCTION,40
403,2006,60646.0,PERMIT - PORCH CONSTRUCTION,7
404,2006,60646.0,PERMIT - REINSTATE REVOKED PMT,0
405,2006,60646.0,PERMIT - RENOVATION/ALTERATION,146
406,2006,60646.0,PERMIT - SIGNS,51
407,2006,60646.0,PERMIT - WRECKING/DEMOLITION,13
408,2006,60647.0,PERMIT - EASY PERMIT PROCESS,351
409,2006,60647.0,PERMIT - ELECTRIC WIRING,341
410,2006,60647.0,PERMIT - ELEVATOR EQUIPMENT,26
411,2006,60647.0,PERMIT - NEW CONSTRUCTION,134
412,2006,60647.0,PERMIT - PORCH CONSTRUCTION,114
413,2006,60647.0,PERMIT - RENOVATION/ALTERATION,322
414,2006,60647.0,PERMIT - SCAFFOLDING,1
415,2006,60647.0,PERMIT - SIGNS,78
416,2006,60647.0,PERMIT - WRECKING/DEMOLITION,96
417,2006,60649.0,PERMIT - EASY PERMIT PROCESS,166
418,2006,60649.0,PERMIT - ELECTRIC WIRING,256
419,2006,60649.0,PERMIT - ELEVATOR EQUIPMENT,7
420,2006,60649.0,PERMIT - NEW CONSTRUCTION,19
421,2006,60649.0,PERMIT - PORCH CONSTRUCTION,42
422,2006,60649.0,PERMIT - RENOVATION/ALTERATION,98
423,2006,60649.0,PERMIT - SCAFFOLDING,10
424,2006,60649.0,PERMIT - SIGNS,47
425,2006,60649.0,PERMIT - WRECKING/DEMOLITION,6
426,2006,60651.0,PERMIT - EASY PERMIT PROCESS,301
427,2006,60651.0,PERMIT - ELECTRIC WIRING,215
428,2006,60651.0,PERMIT - ELEVATOR EQUIPMENT,7
429,2006,60651.0,PERMIT - NEW CONSTRUCTION,43
430,2006,60651.0,PERMIT - PORCH CONSTRUCTION,65
431,2006,60651.0,PERMIT - RENOVATION/ALTERATION,101
432,2006,60651.0,PERMIT - SCAFFOLDING,2
433,2006,60651.0,PERMIT - SIGNS,34
434,2006,60651.0,PERMIT - WRECKING/DEMOLITION,8
435,2006,60652.0,PERMIT - EASY PERMIT PROCESS,128
436,2006,60652.0,PERMIT - ELECTRIC WIRING,191
437,2006,60652.0,PERMIT - ELEVATOR EQUIPMENT,2
438,2006,60652.0,PERMIT - NEW CONSTRUCTION,7
439,2006,60652.0,PERMIT - PORCH CONSTRUCTION,4
440,2006,60652.0,PERMIT - RENOVATION/ALTERATION,72
441,2006,60652.0,PERMIT - SIGNS,67
442,2006,60652.0,PERMIT - WRECKING/DEMOLITION,7
443,2006,60653.0,PERMIT - EASY PERMIT PROCESS,107
444,2006,60653.0,PERMIT - ELECTRIC WIRING,186
445,2006,60653.0,PERMIT - ELEVATOR EQUIPMENT,17
446,2006,60653.0,PERMIT - NEW CONSTRUCTION,89
447,2006,60653.0,PERMIT - PORCH CONSTRUCTION,37
448,2006,60653.0,PERMIT - REINSTATE REVOKED PMT,0
449,2006,60653.0,PERMIT - RENOVATION/ALTERATION,83
450,2006,60653.0,PERMIT - SCAFFOLDING,3
451,2006,60653.0,PERMIT - SIGNS,19
452,2006,60653.0,PERMIT - WRECKING/DEMOLITION,12
